TransactionNo,Items,DateTime
2913,Bread,2016-10-12 11:05:37
2914,Coffee,2016-10-12 11:12:47
2914,Tea,2016-10-12 11:12:47
2914,Scone,2016-10-12 11:12:47
2915,Coffee,2016-10-12 11:14:20
2915,Coffee,2016-10-12 11:14:20
2916,Bread,2016-10-12 11:15:23
2916,Tea,2016-10-12 11:15:23
2917,Coffee,2016-10-12 11:24:23
2917,Scone,2016-10-12 11:24:23
2918,Farm House,2016-10-12 11:37:09
2918,Scandinavian,2016-10-12 11:37:09
2919,Vegan mincepie,2016-10-12 11:41:15
2919,Cake,2016-10-12 11:41:15
2920,Tea,2016-10-12 11:41:57
2920,Coffee,2016-10-12 11:41:57
2921,Bread,2016-10-12 11:43:08
2922,Coffee,2016-10-12 11:50:51
2923,Scandinavian,2016-10-12 11:51:38
2924,Bread,2016-10-12 11:58:16
2925,Tea,2016-10-12 12:02:49
2925,Bread,2016-10-12 12:02:49
2926,Medialuna,2016-10-12 12:03:47
2926,Pastry,2016-10-12 12:03:47
2926,Coffee,2016-10-12 12:03:47
2927,Truffles,2016-10-12 12:13:24
2927,Juice,2016-10-12 12:13:24
2928,Coffee,2016-10-12 12:14:43
2928,Jammie Dodgers,2016-10-12 12:14:43
2928,Art Tray,2016-10-12 12:14:43
2929,Frittata,2016-10-12 12:15:22
2930,Bread,2016-10-12 12:19:34
2931,Sandwich,2016-10-12 12:21:04
2931,Coffee,2016-10-12 12:21:04
2932,Coffee,2016-10-12 12:25:15
2932,Juice,2016-10-12 12:25:15
2933,Tea,2016-10-12 13:00:41
2933,Sandwich,2016-10-12 13:00:41
2934,Jam,2016-10-12 13:02:03
2935,Scone,2016-10-12 13:02:45
2936,Coffee,2016-10-12 13:06:56
2936,Sandwich,2016-10-12 13:06:56
2937,Coffee,2016-10-12 13:15:28
2938,Bread,2016-10-12 13:16:19
2938,Tea,2016-10-12 13:16:19
2939,Frittata,2016-10-12 13:21:07
2939,Tea,2016-10-12 13:21:07
2939,Bread,2016-10-12 13:21:07
2940,Scandinavian,2016-10-12 13:23:00
2941,Sandwich,2016-10-12 13:28:07
2941,Art Tray,2016-10-12 13:28:07
2941,Truffles,2016-10-12 13:28:07
2941,Coffee,2016-10-12 13:28:07
2942,Scone,2016-10-12 13:29:46
2942,Frittata,2016-10-12 13:29:46
2942,Juice,2016-10-12 13:29:46
2943,Tea,2016-10-12 13:39:39
2944,Coffee,2016-10-12 13:54:17
2944,Mineral water,2016-10-12 13:54:17
2944,Frittata,2016-10-12 13:54:17
2945,Coffee,2016-10-12 13:58:17
2945,Tea,2016-10-12 13:58:17
2946,Bread,2016-10-12 14:00:50
2946,Bread,2016-10-12 14:00:50
2946,Brownie,2016-10-12 14:00:50
2946,Scone,2016-10-12 14:00:50
2948,Coffee,2016-10-12 14:03:58
2949,Frittata,2016-10-12 14:30:30
2949,Sandwich,2016-10-12 14:30:30
2949,Coffee,2016-10-12 14:30:30
2950,Tea,2016-10-12 14:37:46
2951,Coffee,2016-10-12 14:44:35
2951,Tea,2016-10-12 14:44:35
2952,Vegan mincepie,2016-10-12 15:04:03
2952,Coffee,2016-10-12 15:04:03
2952,Hot chocolate,2016-10-12 15:04:03
2953,Juice,2016-10-12 15:05:12
2954,Cake,2016-10-12 15:10:30
2954,Tea,2016-10-12 15:10:30
2955,Tea,2016-10-12 15:18:36
2956,Bread,2016-10-12 15:33:13
2956,Farm House,2016-10-12 15:33:13
2957,Coffee,2016-10-12 15:46:51
2957,Tea,2016-10-12 15:46:51
2957,Bread,2016-10-12 15:46:51
2957,Mineral water,2016-10-12 15:46:51
2957,Scone,2016-10-12 15:46:51
2957,Bread,2016-10-12 15:46:51
2958,Bread,2016-10-12 15:54:14
2959,Bread,2016-10-12 16:07:09
2959,Hot chocolate,2016-10-12 16:07:09
2959,Hot chocolate,2016-10-12 16:07:09
2960,Coke,2016-10-12 16:09:03
2960,Sandwich,2016-10-12 16:09:03
2961,Sandwich,2016-10-12 16:10:25
2961,Mineral water,2016-10-12 16:10:25
2962,Hot chocolate,2016-10-12 16:12:13
2962,Tea,2016-10-12 16:12:13
2962,Cake,2016-10-12 16:12:13
2963,Scandinavian,2016-10-12 16:23:46
2964,Frittata,2016-10-12 16:24:56
2964,Cake,2016-10-12 16:24:56
2966,Cake,2016-10-12 16:30:41
2967,Coffee,2016-10-12 16:40:30
2967,Bread,2016-10-12 16:40:30
2968,Coffee,2016-10-12 16:44:50
2968,Tea,2016-10-12 16:44:50
2968,Bread,2016-10-12 16:44:50
2969,Scone,2016-10-12 16:45:57
2969,Coffee,2016-10-12 16:45:57
2970,Bread,2016-10-12 16:46:51
2971,Jam,2016-10-12 17:12:43
2972,Bread,2016-11-12 09:08:30
2973,Coffee,2016-11-12 09:11:47
2973,Medialuna,2016-11-12 09:11:47
2974,Bread,2016-11-12 09:14:33
2974,Farm House,2016-11-12 09:14:33
2975,Bread,2016-11-12 09:16:54
2976,Coffee,2016-11-12 09:24:44
2976,Pastry,2016-11-12 09:24:44
2977,Bread,2016-11-12 09:29:03
2977,Coffee,2016-11-12 09:29:03
2978,Medialuna,2016-11-12 09:32:19
2978,Coffee,2016-11-12 09:32:19
2979,Scone,2016-11-12 09:35:17
2979,Bread,2016-11-12 09:35:17
2980,Coffee,2016-11-12 09:38:31
2980,Coke,2016-11-12 09:38:31
2981,Coffee,2016-11-12 10:01:58
2982,Truffles,2016-11-12 10:04:37
2983,Bread,2016-11-12 10:08:10
2984,Mineral water,2016-11-12 10:16:02
2985,Hot chocolate,2016-11-12 10:55:19
2985,Coffee,2016-11-12 10:55:19
2985,Bread,2016-11-12 10:55:19
2985,Toast,2016-11-12 10:55:19
2985,Medialuna,2016-11-12 10:55:19
2985,Alfajores,2016-11-12 10:55:19
2985,Fudge,2016-11-12 10:55:19
2986,Jam,2016-11-12 10:56:30
2987,Medialuna,2016-11-12 11:00:41
2987,Bakewell,2016-11-12 11:00:41
2987,Coffee,2016-11-12 11:00:41
2987,Bread,2016-11-12 11:00:41
2987,Toast,2016-11-12 11:00:41
2988,Coffee,2016-11-12 11:11:38
2989,Bread,2016-11-12 11:13:45
2990,Coffee,2016-11-12 11:29:24
2990,Coffee,2016-11-12 11:29:24
2990,Bakewell,2016-11-12 11:29:24
2990,Medialuna,2016-11-12 11:29:24
2991,Coffee,2016-11-12 11:36:53
2991,Coffee,2016-11-12 11:36:53
2991,Bread,2016-11-12 11:36:53
2992,Farm House,2016-11-12 11:42:56
2993,Bread,2016-11-12 11:43:39
2994,Medialuna,2016-11-12 11:47:04
2994,Scone,2016-11-12 11:47:04
2994,Coffee,2016-11-12 11:47:04
2994,Coffee,2016-11-12 11:47:04
2995,Bread,2016-11-12 11:57:43
2996,Farm House,2016-11-12 12:00:39
2996,Coffee,2016-11-12 12:00:39
2996,Medialuna,2016-11-12 12:00:39
2996,Bread,2016-11-12 12:00:39
2997,Smoothies,2016-11-12 12:06:33
2998,Coffee,2016-11-12 12:07:29
3000,Medialuna,2016-11-12 12:45:14
3000,Coffee,2016-11-12 12:45:14
3001,Mineral water,2016-11-12 12:47:20
3002,Bread,2016-11-12 12:59:40
3002,Mineral water,2016-11-12 12:59:40
3002,Hot chocolate,2016-11-12 12:59:40
3003,Sandwich,2016-11-12 13:02:56
3003,Tea,2016-11-12 13:02:56
3004,Coffee,2016-11-12 13:05:06
3004,Cookies,2016-11-12 13:05:06
3005,Alfajores,2016-11-12 13:08:04
3005,Alfajores,2016-11-12 13:08:04
3006,Vegan mincepie,2016-11-12 13:33:11
3006,Bread,2016-11-12 13:33:11
3006,Coffee,2016-11-12 13:33:11
3007,Coffee,2016-11-12 13:34:52
3008,Medialuna,2016-11-12 13:42:48
3009,Coffee,2016-11-12 13:43:48
3009,Frittata,2016-11-12 13:43:48
3009,Toast,2016-11-12 13:43:48
3010,Coffee,2016-11-12 13:51:48
3010,Hot chocolate,2016-11-12 13:51:48
3010,Muffin,2016-11-12 13:51:48
3011,Coffee,2016-11-12 13:54:56
3011,Scandinavian,2016-11-12 13:54:56
3013,Bakewell,2016-11-12 14:21:33
3013,Tea,2016-11-12 14:21:33
3015,Coffee,2016-11-12 14:29:19
3017,Frittata,2016-11-12 14:32:44
3017,Coffee,2016-11-12 14:32:44
3018,Scandinavian,2016-11-12 15:04:06
3019,Coffee,2016-11-12 15:16:58
3019,Coffee,2016-11-12 15:16:58
3020,Coffee,2016-11-12 15:26:13
3020,Tea,2016-11-12 15:26:13
3021,Scandinavian,2016-11-12 15:27:11
3022,Bread,2016-11-12 15:48:13
3023,Tea,2016-12-12 08:51:43
3024,Bread,2016-12-12 08:52:44
3025,Bread,2016-12-12 08:54:59
3025,Medialuna,2016-12-12 08:54:59
3026,Pastry,2016-12-12 08:58:21
3026,Toast,2016-12-12 08:58:21
3026,Coffee,2016-12-12 08:58:21
3027,Coffee,2016-12-12 09:02:23
3027,Pastry,2016-12-12 09:02:23
3028,Tea,2016-12-12 09:13:20
3029,Coffee,2016-12-12 09:28:15
3029,Toast,2016-12-12 09:28:15
3030,Coffee,2016-12-12 10:00:20
3031,Jam,2016-12-12 10:09:22
3031,Coffee,2016-12-12 10:09:22
3031,Hot chocolate,2016-12-12 10:09:22
3031,Toast,2016-12-12 10:09:22
3032,Coffee,2016-12-12 10:16:00
3032,Sandwich,2016-12-12 10:16:00
3033,Bread,2016-12-12 10:36:09
3033,Tea,2016-12-12 10:36:09
3033,Bakewell,2016-12-12 10:36:09
3033,Alfajores,2016-12-12 10:36:09
3034,Bread,2016-12-12 10:38:49
3034,Coffee,2016-12-12 10:38:49
3034,Cake,2016-12-12 10:38:49
3035,Bread,2016-12-12 11:14:48
3036,Bread,2016-12-12 11:23:36
3037,Coffee,2016-12-12 11:29:00
3037,Coffee,2016-12-12 11:29:00
3037,Bakewell,2016-12-12 11:29:00
3037,Cake,2016-12-12 11:29:00
3038,Bread,2016-12-12 11:30:21
3039,Coffee,2016-12-12 11:31:46
3039,Medialuna,2016-12-12 11:31:46
3040,Bread,2016-12-12 11:54:43
3041,Bread,2016-12-12 11:57:00
3041,Vegan mincepie,2016-12-12 11:57:00
3042,Coffee,2016-12-12 12:17:22
3042,Bread,2016-12-12 12:17:22
3042,Vegan mincepie,2016-12-12 12:17:22
3042,Cake,2016-12-12 12:17:22
3043,Bread,2016-12-12 12:22:06
3044,Sandwich,2016-12-12 12:23:10
3045,Pastry,2016-12-12 12:35:16
3045,Bread,2016-12-12 12:35:16
3046,Cake,2016-12-12 12:55:45
3046,Vegan mincepie,2016-12-12 12:55:45
3046,Coffee,2016-12-12 12:55:45
3046,Coffee,2016-12-12 12:55:45
3046,Mineral water,2016-12-12 12:55:45
3046,Mineral water,2016-12-12 12:55:45
3047,Jam,2016-12-12 12:59:25
3048,Bread,2016-12-12 13:18:24
3049,Frittata,2016-12-12 13:24:02
3049,Coffee,2016-12-12 13:24:02
3050,Coffee,2016-12-12 13:48:02
3050,Coffee,2016-12-12 13:48:02
3051,Bread,2016-12-12 13:55:03
3052,Sandwich,2016-12-12 13:56:45
3053,Sandwich,2016-12-12 13:59:15
3053,Bread,2016-12-12 13:59:15
3053,Truffles,2016-12-12 13:59:15
3053,Coffee,2016-12-12 13:59:15
3054,Tea,2016-12-12 14:02:55
3054,Toast,2016-12-12 14:02:55
3055,Coffee,2016-12-12 14:08:53
3056,Cake,2016-12-12 14:09:53
3058,Coffee,2016-12-12 14:12:12
3058,Bread,2016-12-12 14:12:12
3058,Bread,2016-12-12 14:12:12
3058,Bread,2016-12-12 14:12:12
3059,Fudge,2016-12-12 15:01:06
3060,Jam,2016-12-12 15:09:13
3060,Jam,2016-12-12 15:09:13
3061,Bread,2016-12-12 15:19:20
3062,Coffee,2016-12-12 15:33:43
3063,Tea,2016-12-12 15:44:20
3063,Bread,2016-12-12 15:44:20
3063,Hot chocolate,2016-12-12 15:44:20
3063,Vegan mincepie,2016-12-12 15:44:20
3063,Bread,2016-12-12 15:44:20
3064,Juice,2016-12-12 15:46:25
3064,Cake,2016-12-12 15:46:25
3064,Jammie Dodgers,2016-12-12 15:46:25
3064,Bread,2016-12-12 15:46:25
3065,Bread,2016-12-12 15:53:25
3066,Vegan mincepie,2016-12-12 16:12:11
3066,Tea,2016-12-12 16:12:11
3067,Coffee,2016-12-12 16:24:11
3067,Pastry,2016-12-12 16:24:11
3068,Scandinavian,2016-12-13 08:33:03
3068,Vegan mincepie,2016-12-13 08:33:03
3069,Bread,2016-12-13 08:37:55
3070,Coffee,2016-12-13 09:04:03
3070,Fudge,2016-12-13 09:04:03
3070,Jam,2016-12-13 09:04:03
3070,Fudge,2016-12-13 09:04:03
3070,Fudge,2016-12-13 09:04:03
3071,Jam,2016-12-13 09:06:18
3071,Coffee,2016-12-13 09:06:18
3071,Coffee,2016-12-13 09:06:18
3073,Coffee,2016-12-13 09:30:41
3073,Coffee,2016-12-13 09:30:41
3074,Coffee,2016-12-13 09:40:04
3074,Cookies,2016-12-13 09:40:04
3074,Pastry,2016-12-13 09:40:04
3075,Medialuna,2016-12-13 09:42:21
3075,Bread,2016-12-13 09:42:21
3076,Coffee,2016-12-13 09:43:56
3076,Art Tray,2016-12-13 09:43:56
3077,Tea,2016-12-13 09:48:29
3077,Tea,2016-12-13 09:48:29
3077,Toast,2016-12-13 09:48:29
3078,Coke,2016-12-13 09:49:21
3079,Coffee,2016-12-13 10:10:30
3079,Bread,2016-12-13 10:10:30
3080,Bakewell,2016-12-13 10:14:24
3080,Farm House,2016-12-13 10:14:24
3081,Bread,2016-12-13 10:31:30
3081,Tea,2016-12-13 10:31:30
3081,Coffee,2016-12-13 10:31:30
3081,Alfajores,2016-12-13 10:31:30
3081,Hot chocolate,2016-12-13 10:31:30
3082,Farm House,2016-12-13 10:33:40
3083,Coffee,2016-12-13 10:53:45
3083,Bread,2016-12-13 10:53:45
3084,Coffee,2016-12-13 11:08:11
3084,Toast,2016-12-13 11:08:11
3084,Scandinavian,2016-12-13 11:08:11
3085,Bread,2016-12-13 11:28:53
3085,Vegan mincepie,2016-12-13 11:28:53
3086,Bread,2016-12-13 11:31:22
3087,Coffee,2016-12-13 11:32:19
3088,Coffee,2016-12-13 11:35:13
3088,Bread,2016-12-13 11:35:13
3088,Alfajores,2016-12-13 11:35:13
3089,Coffee,2016-12-13 12:15:33
3090,Bread,2016-12-13 12:17:35
3091,Medialuna,2016-12-13 12:32:28
3092,Coffee,2016-12-13 12:49:18
3093,Frittata,2016-12-13 13:11:49
3093,Tea,2016-12-13 13:11:49
3093,Coffee,2016-12-13 13:11:49
3094,Tea,2016-12-13 13:36:01
3095,Tea,2016-12-13 13:56:44
3095,Bakewell,2016-12-13 13:56:44
3096,Farm House,2016-12-13 13:58:11
3097,Coffee,2016-12-13 14:32:06
3097,Pastry,2016-12-13 14:32:06
3097,Medialuna,2016-12-13 14:32:06
3098,Coffee,2016-12-13 14:37:45
3098,Coffee,2016-12-13 14:37:45
3098,Sandwich,2016-12-13 14:37:45
3099,Coffee,2016-12-13 14:51:57
3099,Medialuna,2016-12-13 14:51:57
3100,Coffee,2016-12-13 14:59:06
3100,Pastry,2016-12-13 14:59:06
3101,Muffin,2016-12-13 15:04:09
3101,Bread,2016-12-13 15:04:09
3101,Bread,2016-12-13 15:04:09
3101,Coffee,2016-12-13 15:04:09
3102,Coffee,2016-12-13 15:06:37
3102,Bakewell,2016-12-13 15:06:37
3103,Bread,2016-12-13 15:17:44
3104,Coffee,2016-12-13 15:19:05
3105,Bread,2016-12-13 15:22:40
3106,Coffee,2016-12-13 15:40:25
3106,Coffee,2016-12-13 15:40:25
3106,Alfajores,2016-12-13 15:40:25
3107,Bread,2016-12-13 16:07:26
3107,Truffles,2016-12-13 16:07:26
3107,Coffee,2016-12-13 16:07:26
3107,Truffles,2016-12-13 16:07:26
3107,Scandinavian,2016-12-13 16:07:26
3108,Tea,2016-12-13 16:26:23
3108,Cake,2016-12-13 16:26:23
3109,Jam,2016-12-13 16:53:11
3110,Fudge,2016-12-13 18:34:03
3110,Jam,2016-12-13 18:34:03
3110,Jam,2016-12-13 18:34:03
3111,Bread,2016-12-14 08:43:41
3112,Coffee,2016-12-14 08:43:57
3113,Tea,2016-12-14 08:55:49
3113,Coffee,2016-12-14 08:55:49
3114,Coffee,2016-12-14 08:57:26
3114,Tea,2016-12-14 08:57:26
3114,Toast,2016-12-14 08:57:26
3115,Coffee,2016-12-14 09:07:29
3116,Bread,2016-12-14 09:08:10
3117,Coffee,2016-12-14 09:10:47
3118,Coffee,2016-12-14 09:14:53
3119,Bread,2016-12-14 09:18:56
3120,Bread,2016-12-14 09:25:14
3121,Fudge,2016-12-14 09:39:39
3122,Coffee,2016-12-14 10:28:46
3123,Coffee,2016-12-14 10:32:43
3123,Tea,2016-12-14 10:32:43
3124,Coffee,2016-12-14 10:38:54
3124,Coffee,2016-12-14 10:38:54
3124,Farm House,2016-12-14 10:38:54
3125,Medialuna,2016-12-14 10:49:17
3125,Muffin,2016-12-14 10:49:17
3125,Coffee,2016-12-14 10:49:17
3125,Juice,2016-12-14 10:49:17
3126,Coffee,2016-12-14 10:52:57
3127,Coffee,2016-12-14 10:55:13
3127,Bread,2016-12-14 10:55:13
3127,Bread,2016-12-14 10:55:13
3128,Coffee,2016-12-14 11:01:38
3128,Coffee,2016-12-14 11:01:38
3128,Bread,2016-12-14 11:01:38
3128,Muffin,2016-12-14 11:01:38
3129,Vegan mincepie,2016-12-14 11:11:00
3129,Coffee,2016-12-14 11:11:00
3129,Tea,2016-12-14 11:11:00
3130,Alfajores,2016-12-14 11:15:38
3130,Coffee,2016-12-14 11:15:38
3131,Coffee,2016-12-14 11:18:35
3131,Coffee,2016-12-14 11:18:35
3131,Medialuna,2016-12-14 11:18:35
3133,Bread,2016-12-14 11:33:23
3133,Tea,2016-12-14 11:33:23
3134,Coffee,2016-12-14 11:34:36
3135,Coffee,2016-12-14 11:46:29
3136,Bread,2016-12-14 11:53:10
3136,Pastry,2016-12-14 11:53:10
3137,Bread,2016-12-14 12:00:39
3138,Farm House,2016-12-14 12:02:26
3139,Bread,2016-12-14 12:11:52
3139,Alfajores,2016-12-14 12:11:52
3141,Coffee,2016-12-14 12:34:49
3142,Jam,2016-12-14 12:38:52
3143,Coffee,2016-12-14 12:40:15
3144,Pastry,2016-12-14 12:41:11
3145,Tea,2016-12-14 12:42:07
3146,Coffee,2016-12-14 12:49:29
3146,Coffee,2016-12-14 12:49:29
3147,Coffee,2016-12-14 13:07:33
3147,Toast,2016-12-14 13:07:33
3148,Coffee,2016-12-14 13:08:06
3149,Coke,2016-12-14 13:13:11
3149,Truffles,2016-12-14 13:13:11
3150,Sandwich,2016-12-14 13:14:30
3150,Tea,2016-12-14 13:14:30
3150,Coffee,2016-12-14 13:14:30
3151,Tea,2016-12-14 13:16:41
3152,Coke,2016-12-14 13:36:49
3153,Bread,2016-12-14 13:59:39
3153,Sandwich,2016-12-14 13:59:39
3153,Bread,2016-12-14 13:59:39
3154,Juice,2016-12-14 14:01:14
3154,Bread,2016-12-14 14:01:14
3154,Art Tray,2016-12-14 14:01:14
3154,Toast,2016-12-14 14:01:14
3155,Tea,2016-12-14 14:49:16
3155,Bread,2016-12-14 14:49:16
3156,Coffee,2016-12-14 15:13:08
3156,Alfajores,2016-12-14 15:13:08
3157,Hot chocolate,2016-12-14 15:18:35
3157,Hot chocolate,2016-12-14 15:18:35
3157,Toast,2016-12-14 15:18:35
3157,Pastry,2016-12-14 15:18:35
3158,Sandwich,2016-12-14 15:33:41
3158,Tea,2016-12-14 15:33:41
3158,Juice,2016-12-14 15:33:41
3158,Vegan mincepie,2016-12-14 15:33:41
3159,Bread,2016-12-14 15:34:42
3160,Alfajores,2016-12-14 15:38:44
3160,Muffin,2016-12-14 15:38:44
3161,Coffee,2016-12-14 15:41:10
3161,Jammie Dodgers,2016-12-14 15:41:10
3162,Jammie Dodgers,2016-12-14 15:45:04
3162,Bread,2016-12-14 15:45:04
3163,Tea,2016-12-14 15:57:54
3163,Coffee,2016-12-14 15:57:54
3163,Jammie Dodgers,2016-12-14 15:57:54
3163,Cake,2016-12-14 15:57:54
3163,Bread,2016-12-14 15:57:54
3164,Coffee,2016-12-15 08:45:35
3164,Coffee,2016-12-15 08:45:35
3165,Bread,2016-12-15 08:48:05
3165,Pastry,2016-12-15 08:48:05
3165,Medialuna,2016-12-15 08:48:05
3166,Alfajores,2016-12-15 08:58:26
3166,Pastry,2016-12-15 08:58:26
3167,Medialuna,2016-12-15 09:08:14
3167,Toast,2016-12-15 09:08:14
3167,Coffee,2016-12-15 09:08:14
3168,Bread,2016-12-15 09:15:23
3168,Tea,2016-12-15 09:15:23
3168,Pastry,2016-12-15 09:15:23
3169,Bread,2016-12-15 09:25:55
3170,Coffee,2016-12-15 09:31:22
3171,Bread,2016-12-15 09:35:15
3171,Hot chocolate,2016-12-15 09:35:15
3172,Bread,2016-12-15 10:11:53
3173,Pastry,2016-12-15 10:15:15
3174,Coffee,2016-12-15 10:27:01
3174,Coffee,2016-12-15 10:27:01
3175,Bread,2016-12-15 10:31:54
3176,Coffee,2016-12-15 10:49:06
3176,Hot chocolate,2016-12-15 10:49:06
3177,Farm House,2016-12-15 10:50:39
3178,Coffee,2016-12-15 10:54:10
3179,Coffee,2016-12-15 11:00:14
3179,Coffee,2016-12-15 11:00:14
3180,Coffee,2016-12-15 11:03:43
3181,Dulce de Leche,2016-12-15 11:04:15
3182,Pastry,2016-12-15 11:24:12
3182,Farm House,2016-12-15 11:24:12
3183,Bread,2016-12-15 11:26:29
3183,Vegan mincepie,2016-12-15 11:26:29
3183,Bread,2016-12-15 11:26:29
3184,Bread,2016-12-15 11:28:21
3185,Coffee,2016-12-15 11:40:20
3185,Hot chocolate,2016-12-15 11:40:20
3185,Pastry,2016-12-15 11:40:20
3186,Coffee,2016-12-15 12:04:56
3186,Vegan mincepie,2016-12-15 12:04:56
3186,Pastry,2016-12-15 12:04:56
3187,Bread,2016-12-15 12:09:32
3188,Bread,2016-12-15 12:30:24
3188,Bread,2016-12-15 12:30:24
3189,Coffee,2016-12-15 12:32:00
3189,Hot chocolate,2016-12-15 12:32:00
3190,Bread,2016-12-15 12:33:54
3190,Sandwich,2016-12-15 12:33:54
3190,Coffee,2016-12-15 12:33:54
3191,Bread,2016-12-15 12:54:03
3192,Coffee,2016-12-15 12:58:19
3192,Coffee,2016-12-15 12:58:19
3192,Hot chocolate,2016-12-15 12:58:19
3193,Coffee,2016-12-15 13:00:21
3194,Coffee,2016-12-15 13:00:43
3195,Sandwich,2016-12-15 13:04:16
3195,Coke,2016-12-15 13:04:16
3196,Coffee,2016-12-15 13:13:39
3197,Coffee,2016-12-15 13:23:10
3197,Bread,2016-12-15 13:23:10
3198,Bread,2016-12-15 13:25:15
3199,Coffee,2016-12-15 13:54:32
3200,Coffee,2016-12-15 13:55:06
3200,Coffee,2016-12-15 13:55:06
3201,Coffee,2016-12-15 13:58:33
3201,Fudge,2016-12-15 13:58:33
3202,Coffee,2016-12-15 14:02:14
3202,Sandwich,2016-12-15 14:02:14
3202,Tea,2016-12-15 14:02:14
3202,Bread,2016-12-15 14:02:14
3203,Coffee,2016-12-15 14:20:56
3203,Coffee,2016-12-15 14:20:56
3203,Sandwich,2016-12-15 14:20:56
3204,Bread,2016-12-15 14:31:07
3205,Bread,2016-12-15 14:32:15
3205,Coffee,2016-12-15 14:32:15
3206,Coffee,2016-12-15 14:47:06
3206,Coffee,2016-12-15 14:47:06
3206,Hot chocolate,2016-12-15 14:47:06
3207,Fudge,2016-12-15 14:58:39
3208,Coffee,2016-12-15 15:25:58
3209,Coffee,2016-12-15 15:36:45
3209,Bread,2016-12-15 15:36:45
3210,Bread,2016-12-15 15:50:38
3210,Bread,2016-12-15 15:50:38
3211,Cookies,2016-12-15 16:15:08
3212,Bread,2016-12-15 16:21:38
3213,Coffee,2016-12-15 16:44:47
3213,Bread,2016-12-15 16:44:47
3213,Bread,2016-12-15 16:44:47
3213,Alfajores,2016-12-15 16:44:47
3214,Tea,2016-12-15 16:49:16
3215,Bare Popcorn,2016-12-15 17:28:55
3215,Ella's Kitchen Pouches,2016-12-15 17:28:55
3216,Farm House,2016-12-15 18:41:21
3217,Bread,2016-12-15 18:43:39
3217,Fudge,2016-12-15 18:43:39
3217,Pastry,2016-12-15 18:43:39
3218,Hot chocolate,2016-12-15 19:03:12
3219,Tea,2016-12-15 19:04:29
3219,Vegan mincepie,2016-12-15 19:04:29
3219,Jammie Dodgers,2016-12-15 19:04:29
3219,Coffee,2016-12-15 19:04:29
3219,Medialuna,2016-12-15 19:04:29
3220,Coffee,2016-12-15 19:05:46
3221,Hot chocolate,2016-12-15 19:17:17
3221,Coffee,2016-12-15 19:17:17
3222,Bread,2016-12-15 19:25:50
3223,Vegan mincepie,2016-12-15 20:11:01
3224,Medialuna,2016-12-16 08:16:44
3224,Dulce de Leche,2016-12-16 08:16:44
3225,Muesli,2016-12-16 08:55:42
3226,Muesli,2016-12-16 08:56:35
3227,Coffee,2016-12-16 09:01:04
3227,Jam,2016-12-16 09:01:04
3227,Jam,2016-12-16 09:01:04
3228,Bread,2016-12-16 09:12:41
3228,Toast,2016-12-16 09:12:41
3229,Bread,2016-12-16 09:13:25
3229,Toast,2016-12-16 09:13:25
3230,Coffee,2016-12-16 09:16:08
3231,Jammie Dodgers,2016-12-16 09:19:28
3231,Vegan mincepie,2016-12-16 09:19:28
3232,Coffee,2016-12-16 09:37:48
3233,Bread,2016-12-16 09:38:27
3234,Coffee,2016-12-16 09:39:46
3234,Coffee,2016-12-16 09:39:46
3234,Bread,2016-12-16 09:39:46
3235,Tea,2016-12-16 09:41:18
3236,Coffee,2016-12-16 09:43:53
3237,Coffee,2016-12-16 09:47:47
3237,Coffee,2016-12-16 09:47:47
3237,Juice,2016-12-16 09:47:47
3237,Farm House,2016-12-16 09:47:47
3238,Coffee,2016-12-16 09:53:31
3238,Pastry,2016-12-16 09:53:31
3239,Bread,2016-12-16 09:55:19
3240,Coffee,2016-12-16 10:07:06
3241,Coffee,2016-12-16 10:07:35
3242,Coffee,2016-12-16 10:08:18
3243,Tea,2016-12-16 10:09:25
3243,Pastry,2016-12-16 10:09:25
3244,Cookies,2016-12-16 10:23:29
3244,Coffee,2016-12-16 10:23:29
3244,Coffee,2016-12-16 10:23:29
3244,Toast,2016-12-16 10:23:29
3245,Pastry,2016-12-16 10:24:07
3245,Tea,2016-12-16 10:24:07
3246,Tea,2016-12-16 10:27:33
3246,Coffee,2016-12-16 10:27:33
3246,Coffee,2016-12-16 10:27:33
3246,Toast,2016-12-16 10:27:33
3247,Bread,2016-12-16 10:28:58
3248,Bread,2016-12-16 10:48:01
3249,Coffee,2016-12-16 10:55:50
3250,Coffee,2016-12-16 10:58:05
3250,Coffee,2016-12-16 10:58:05
3251,Pastry,2016-12-16 11:07:33
3252,Bread,2016-12-16 11:08:52
3253,Scandinavian,2016-12-16 11:16:53
3253,Coffee,2016-12-16 11:16:53
3253,Alfajores,2016-12-16 11:16:53
3255,Truffles,2016-12-16 11:38:32
3255,Ella's Kitchen Pouches,2016-12-16 11:38:32
3255,Bread,2016-12-16 11:38:32
3256,Tea,2016-12-16 11:40:42
3256,Fudge,2016-12-16 11:40:42
3256,Fudge,2016-12-16 11:40:42
3256,Jam,2016-12-16 11:40:42
3256,Juice,2016-12-16 11:40:42
3256,Ella's Kitchen Pouches,2016-12-16 11:40:42
3257,Cake,2016-12-16 11:41:11
3258,Bread,2016-12-16 11:43:02
3258,Cookies,2016-12-16 11:43:02
3259,Coffee,2016-12-16 11:57:43
3259,Cake,2016-12-16 11:57:43
3260,Coffee,2016-12-16 12:02:36
3260,Tea,2016-12-16 12:02:36
3260,Toast,2016-12-16 12:02:36
